row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,cluster,true_label
2853,statuses_count,1,,,0.9990218274489105,0.9606032544016152,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,24277.0,66.5123287671233,1.0,364.0,24641.0,5.8998973535824915,10.112207583184613,4.0,1994.0,1382.0,12,1
3248,statuses_count,0,,,0.9188349053998566,0.9723220950493056,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9883.0,0.9998988263860785,-1.0,9883.0,0.0,9.1986725671085,0.0,4.0,3597.0,0.0,13,0
320,statuses_count,0,,,0.9188349053998566,0.9700772949877945,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,115.0,0.9913793103448276,-1.0,115.0,0.0,4.7535901911063645,0.0,4.0,210.0,0.0,13,0
2465,followers_count,0,,,0.9509922096633139,0.9999715855659942,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,145.0,0.9931506849315068,-1.0,145.0,0.0,4.983606621708336,0.0,1.0,543.0,0.0,13,0
431,statuses_count,0,,,0.9188349053998566,0.7897836688383995,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10609.0,0.9999057492931197,-1.0,10609.0,0.0,9.26955223160803,0.0,4.0,83.0,0.0,13,0
92,followers_count,0,,,0.9509922096633139,0.9748255812056883,3,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1713.0,0.9994165694282381,-1.0,1713.0,0.0,7.446585099157725,0.0,1.0,778.0,0.0,13,0
3522,friends_count,0,,,0.7719157497177362,0.814058729401353,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,4.0,0.00012359029816159432,-1.0,32364.0,32360.0,10.384832870979611,10.384709273043539,2.0,1309.0,1308.0,14,0
2852,statuses_count,1,,,0.9630389361039811,0.927076637282584,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,5361.0,0.17825436408977557,1.0,30074.0,35435.0,10.31144954084288,10.475483531531923,4.0,1689.0,1947.0,14,0
3900,statuses_count,1,,,0.7817377012804368,0.5528515193133332,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,6571.0,0.07892998282302915,1.0,83250.0,89821.0,11.32961541978256,11.405585213149562,4.0,3324.0,3447.0,14,0
1796,statuses_count,1,,,0.9504307775665456,0.954436180532967,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10964.0,0.5363205009049552,-1.0,20442.0,9478.0,9.925395804585008,9.156834104453042,4.0,1102.0,3531.0,14,0
889,listed_count,1,,,0.9570609987334407,0.99605402546692,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,598.0,0.7756160830090791,-1.0,770.0,172.0,6.647688373563329,5.153291594497779,5.0,1143.0,299.0,14,0
